GeneSet	DESC	GeneSet,Genes
TMEM30B	TMEM30B	TMEM30B,TMEM30A,ATP10A,ATP8A1,ATP10B,ESYT1,TNFAIP8L3,SPNS1,ATP11B,ATP9B,ATP8B2
TMEM33	TMEM33	TMEM33,QRICH1,AGR2,DNAJB9,TMEM259,ERMP1,DNAJC3,SERP2,TBL2,VAPB,FICD
TMEM35B	TMEM35B	TMEM35B,CCDC188,CCDC168,ERVV-2,FAM162B,TMEM156,MFSD6L,FAM171B,FAM171A2,MS4A4E,FAM187B
TMEM37	TMEM37	TMEM37,CACHD1,CACNA2D3,TRPM3,CACNG6,TRPM5,ANO10,PKD2L2,TMC7,TMC3,ANO2
TMEM38A	TMEM38A	TMEM38A,TMEM38B,TRDN,CASQ1,HRC,CASQ2,RYR3,ANK2,FKBP1B,RYR1,ATP2A2
TMEM38B	TMEM38B	TMEM38B,TMEM38A,CASQ1,TRDN,REEP5,JPH1,HRC,ATP2A2,JPH4,SLC35G1,GRAMD2A
TMEM39A	TMEM39A	TMEM39A,SVIP,PHF23,SCOC,EI24,SNX30,CISD2,SNX7,ATG12,TRIM23,ATG101
TMEM39B	TMEM39B	TMEM39B,ERMARD,LRIT1,TMEM106C,DNAJC25,UNC93A,EHBP1L1,CYYR1,SMIM24,TMEM245,AGR3
TMEM40	TMEM40	TMEM40,C2orf74,CTXN3,EVA1B,LDLRAD1,GINM1,TMEM69,TMEM61,TMEM60,SLC35G5,C20orf141
TMEM41A	TMEM41A	TMEM41A,C2orf74,CTXN3,EVA1B,LDLRAD1,GINM1,TMEM69,TMEM61,TMEM60,SLC35G5,C20orf141
TMEM41B	TMEM41B	TMEM41B,VMP1,ATG9B,CLPTM1L,ATG9A,PLSCR2,ATG2A,STX12,PACS2,VPS13A,GRAMD1A
TMEM42	TMEM42	TMEM42,C2orf74,CTXN3,EVA1B,LDLRAD1,GINM1,TMEM69,TMEM61,TMEM60,SLC35G5,C20orf141
TMEM43	TMEM43	TMEM43,GOLM1,TMEM45B,CNPY3,REEP4,TM6SF2,TOR1B,REEP3,PLD3,CNIH1,TMEM170A
TMEM44	TMEM44	TMEM44,CCDC188,CCDC168,ERVV-2,FAM162B,TMEM156,MFSD6L,FAM171B,FAM171A2,MS4A4E,FAM187B
TMEM45A	TMEM45A	TMEM45A,C2orf74,CTXN3,EVA1B,LDLRAD1,GINM1,TMEM69,TMEM61,TMEM60,SLC35G5,C20orf141
TMEM45B	TMEM45B	TMEM45B,BPIFB3,SAMD9,CNPY3,TREML1,ANKHD1,CLEC10A,LAPTM4A,BPIFC,TTC4,PTPRCAP
TMEM50A	TMEM50A	TMEM50A,TMEM50B,LEPROTL1,VTA1,PLEKHF2,CACFD1,RILP,UBXN6,SEC22C,PLEKHJ1,HEATR5B
TMEM50B	TMEM50B	TMEM50B,TMEM50A,CACFD1,PLEKHA3,TRAPPC3L,CCDC93,PLEKHF2,YIPF2,CTAGE6,RBSN,RILP
TMEM51	TMEM51	TMEM51,TMEM54,TMEM128,SMCO4,MFSD11,TMEM121,TMEM205,TMEM207,C22orf23,ANKRD40,KIAA0930
TMEM52	TMEM52	TMEM52,CCDC188,CCDC168,ERVV-2,FAM162B,TMEM156,MFSD6L,FAM171B,FAM171A2,MS4A4E,FAM187B
TMEM52B	TMEM52B	TMEM52B,C19orf18,C5orf46,GSTCD,CYSTM1,TMEM256,GIPC2,FAM151A,TSPAN3,FAM234A,ACTR3C
TMEM53	TMEM53	TMEM53,LEMD3,BAMBI,FSTL3,CHRDL2,SOST,MN1,TWSG1,UCMA,KREMEN2,TMEM178A
TMEM54	TMEM54	TMEM54,TMEM51,TMEM128,SMCO4,MFSD11,TMEM121,TMEM205,TMEM207,C22orf23,ANKRD40,KIAA0930
TMEM59	TMEM59	TMEM59,GGA3,GORASP1,ARFGEF1,SCOC,TRIM23,GABARAPL2,GGA1,AP4M1,SVIP,RAB12
TMEM59L	TMEM59L	TMEM59L,HS3ST3A1,HS3ST3B1,WNT6,GREB1L,HOXD11,DCHS1,WNT9B,LAMA5,ADAMTS16,WNT4
TMEM60	TMEM60	TMEM60,C2orf74,CTXN3,EVA1B,LDLRAD1,GINM1,TMEM69,TMEM61,SLC35G5,C20orf141,TMEM41A
TMEM61	TMEM61	TMEM61,C2orf74,CTXN3,EVA1B,LDLRAD1,GINM1,TMEM69,TMEM60,SLC35G5,C20orf141,TMEM41A
TMEM62	TMEM62	TMEM62,ABHD14A,AADACL4,AADACL3,TMPPE,PLD5,EPHX4,AADACL2,ABCF2,ASPHD1,CES4A
TMEM63A	TMEM63A	TMEM63A,TMC6,ATP13A4,SLC26A11,TMC4,TMC5,SLCO4C1,ATP13A5,ATP10D,SLC5A12,ANO10
TMEM63B	TMEM63B	TMEM63B,TMEM63A,TMC2,LHFPL5,LHFPL3,MYO1A,CALHM3,TMC1,BEST2,OTOF,PIEZO2
TMEM63C	TMEM63C	TMEM63C,TRPM3,ANO10,UNC80,TMC7,TMC3,TMEM37,SLC22A23,ATP13A5,ANO2,ATP13A4
TMEM64	TMEM64	TMEM64,TMEM178A,ERFE,FRZB,WWOX,SFRP1,LRRK1,CTHRC1,OCSTAMP,TOB2,DCSTAMP
TMEM65	TMEM65	TMEM65,MOSPD3,KCNH6,MYL7,POPDC2,LRRC10,GJA5,ADAP2,LRRC27,TMEM161B,POPDC3
TMEM67	TMEM67	TMEM67,SHISA3,INVS,MPHOSPH9,UBAC2,APC2,CBY1,LZTS2,SHISA2,CSNK1D,WDR54
TMEM68	TMEM68	TMEM68,MOGAT1,MOGAT3,DGAT1,LPGAT1,MOGAT2,TMEM86A,AGMO,AGPAT4,LMF1,GPAT3
TMEM69	TMEM69	TMEM69,C2orf74,CTXN3,EVA1B,LDLRAD1,GINM1,TMEM61,TMEM60,SLC35G5,C20orf141,TMEM41A
TMEM70	TMEM70	TMEM70,ATPAF2,TMEM242,ATPAF1,UQCC1,TMEM186,SDHAF1,NDUFB6,NDUFAF1,NDUFAF3,FMC1
TMEM71	TMEM71	TMEM71,CEBPZOS,NIPSNAP3B,TCAIM,SLC25A35,FAXC,C3orf20,SMIM13,TMEM238,FNDC10,CTXN2
TMEM72	TMEM72	TMEM72,C2orf74,CTXN3,EVA1B,LDLRAD1,GINM1,TMEM69,TMEM61,TMEM60,SLC35G5,C20orf141
TMEM74	TMEM74	TMEM74,EVA1A,DRAM1,TECPR1,RAB24,TMEM208,RAB39A,SCOC,TM9SF1,VPS26A,SNX32
TMEM74B	TMEM74B	TMEM74B,CCDC188,CCDC168,ERVV-2,FAM162B,TMEM156,MFSD6L,FAM171B,FAM171A2,MS4A4E,FAM187B
TMEM79	TMEM79	TMEM79,KRT28,KRT17,KRT71,SPRR3,KRT16,KRT84,SPRR1B,KRT2,FOXN1,SPRR1A
TMEM80	TMEM80	TMEM80,TMEM216,CC2D2B,FAM149B1,CCDC28B,TMEM17,WDR90,TBC1D31,HYLS1,PTPDC1,LRRC56
TMEM81	TMEM81	TMEM81,CCDC188,CCDC168,ERVV-2,FAM162B,TMEM156,MFSD6L,FAM171B,FAM171A2,MS4A4E,FAM187B
TMEM82	TMEM82	TMEM82,CCDC188,CCDC168,ERVV-2,FAM162B,TMEM156,MFSD6L,FAM171B,FAM171A2,MS4A4E,FAM187B
TMEM86A	TMEM86A	TMEM86A,GDPD4,EPHX3,PAFAH2,AGMO,CEPT1,TM6SF2,ENPP6,TMEM86B,TMEM68,PNPLA6
TMEM86B	TMEM86B	TMEM86B,ABHD4,LPCAT4,PNPLA6,TMEM86A,CEPT1,OSBPL10,GDPD3,PLA2G4D,LCLAT1,MBOAT2
TMEM87A	TMEM87A	TMEM87A,TMEM150C,TMC2,RAB6B,TMEM87B,PIEZO2,SCYL1,ARF3,COPE,ARF5,BET1L
TMEM87B	TMEM87B	TMEM87B,COPZ1,COPZ2,HEATR5A,PLEKHA3,COG4,COG8,RAB6B,GOLT1A,COG1,PLEKHJ1
TMEM88	TMEM88	TMEM88,TMEM170B,TMEM88B,APCDD1L,AMER3,CSNK1A1L,CSNK1G3,PLEKHA4,CSNK1G1,INVS,TMEM198
TMEM88B	TMEM88B	TMEM88B,APCDD1L,TMEM170B,TMEM88,TPBGL,SHISA3,PLEKHA4,TMEM198,AMER3,DKK2,AMER2
TMEM89	TMEM89	TMEM89,C2CD2,VSIG10L,THYN1,FRG2C,PRAC2,FRG2,FRG2B,SWT1,C16orf78,CYHR1
TMEM8B	TMEM8B	TMEM8B,CYTIP,DGCR6,MPZL3,LPP,PLEKHA2,ST7,RPRM,MSLN,VSIG10,TROAP
TMEM9	TMEM9	TMEM9,ATP6V0C,ATP6V0A1,ATP6V0B,ATP6V1E1,TMEM106B,ATP6V0D2,ATP6V1C2,ATP6V0E1,ATP6V1H,ATP6V1D
TMEM91	TMEM91	TMEM91,WDR7,SLC7A6OS,TMEM190,ARMC6,HEATR9,LRRC34,SPATA9,AGPAT5,ARL11,WDR38
TMEM92	TMEM92	TMEM92,IGFLR1,LYSMD1,ANKRD10,FAM222B,FNBP4,WDR27,NR2C2AP,VWA5A,C1orf174,C2orf42
TMEM94	TMEM94	TMEM94,SLC41A1,NIPA2,CNNM2,NIPAL2,NIPAL1,NIPA1,NIPAL4,NIPAL3,CNNM3,CNNM1
TMEM95	TMEM95	TMEM95,DCST2,GLIPR1L1,SPATA46,CRISP1,EQTN,IZUMO1,SPESP1,SPACA3,ADAM2,LYZL6
TMEM97	TMEM97	TMEM97,GRAMD1B,ABCG4,OSBPL6,ARV1,ABCA2,CHPT1,OSBPL7,TM6SF2,SEC14L2,GRAMD1C
TMEM98	TMEM98	TMEM98,ITM2C,RTN1,RARRES1,SUSD2,DNAJB11,TM4SF20,TMEM25,ORMDL3,NRDC,TMEM176A
TMEM9B	TMEM9B	TMEM9B,TMEM101,C18orf32,LURAP1L,LURAP1,UNC5CL,CARD19,RFPL4A,ANKRD42,IRAK1BP1,RFPL2
TMF1	TMF1	TMF1,RFX2,SPAG8,TNP2,TMPRSS12,INSL3,TBC1D21,SHCBP1L,NDRG3,CCDC62,ING2
TMIE	TMIE	TMIE,ANKRD24,SOBP,LOXHD1,LRIG1,LHFPL3,USH1G,GRXCR1,GRXCR2,OTOA,CLRN3
TMIGD1	TMIGD1	TMIGD1,MARVELD3,CLDN3,HPN,BST1,TMEM102,CLDN18,SPINT2,EFNA5,ITGA1,SIPA1
TMIGD2	TMIGD2	TMIGD2,HHLA2,BTN3A1,ITK,CD276,BTNL3,CD28,NFAM1,CLCF1,TNFRSF13C,CLEC9A
TMIGD3	TMIGD3	TMIGD3,ADORA3,TAB2,KNG1,RGS1,ADGRE2,ADGRE5,NLRP4,IL1RL2,BLNK,CCR3
TMOD1	TMOD1	TMOD1,TMOD4,LMOD1,LMOD2,LMOD3,TPM2,MYH4,AVIL,MYH3,SMTN,TPM3
TMOD2	TMOD2	TMOD2,SAMD14,AVIL,PPP1R9A,STAC3,DLGAP2,RUFY3,ADGRB3,AGRN,CSPG5,UTRN
TMOD3	TMOD3	TMOD3,MYH10,LMOD1,TMOD4,LMOD2,MAEA,SVIL,SHROOM1,MYBPC1,LMOD3,ADD1
TMOD4	TMOD4	TMOD4,LMOD3,LMOD1,LMOD2,TMOD1,TPM2,TPM3,MYH4,CALD1,FLII,NRAP
TMPO	TMPO	TMPO,TNRC18,HSPB9,MFAP3L,COMMD4,TMCO2,PHF11,FAM193B,SLC4A1AP,CCDC86,PHF7
TMPPE	TMPPE	TMPPE,TMEM62,RNF222,ASPHD2,TMEM243,TMEM267,PLXDC2,SIGLECL1,SMIM19,SMIM2,TMEM40
TMPRSS11A	TMPRSS11A	TMPRSS11A,PRSS27,PRSS41,PRSS38,PRSS36,RHBDL2,TMPRSS9,PRSS53,TMPRSS7,PRSS48,PRSS54
TMPRSS11B	TMPRSS11B	TMPRSS11B,TMPRSS7,CPVL,RHBDL2,TMPRSS9,TMPRSS11A,PRSS27,TPSG1,CELA3B,TPSD1,PRSS41
TMPRSS11D	TMPRSS11D	TMPRSS11D,KLK2,TMPRSS11A,PRSS27,PRSS41,RNPEP,TMPRSS11B,PRSS36,CELA2B,PRSS8,KLK11
TMPRSS11E	TMPRSS11E	TMPRSS11E,TMPRSS11A,PRSS27,PRSS53,PRSS36,PRSS38,CELA2B,PRSS41,OVCH1,GZMK,KLK15
TMPRSS11F	TMPRSS11F	TMPRSS11F,TMPRSS11A,PRSS27,PRSS41,PRSS36,PRSS38,RHBDL2,TMPRSS9,PRSS53,CELA2B,TMPRSS7
TMPRSS12	TMPRSS12	TMPRSS12,PCSK4,PRSS37,PRSS55,SPINK2,ACR,ACRBP,ZPBP,ACRV1,PFN4,TNP2
TMPRSS13	TMPRSS13	TMPRSS13,RHBDL2,TMPRSS9,TMPRSS7,TMPRSS5,PRSS27,TMPRSS11A,TPSG1,PRSS41,PRSS50,PREP
TMPRSS15	TMPRSS15	TMPRSS15,CELA3A,TMPRSS9,RHBDL2,PRSS53,TMPRSS7,TPSG1,CELA3B,PRSS36,PRSS54,PRSS48
TMPRSS2	TMPRSS2	TMPRSS2,PRSS8,KLK2,PRSS23,CFI,TMPRSS11B,ENDOU,TMPRSS4,TMPRSS11A,PRSS27,KLK11
TMPRSS3	TMPRSS3	TMPRSS3,SCNN1A,SCNN1G,SCNN1D,TMTC4,SV2A,TMEM203,OTOF,SERPINB6,ATP1A3,FXYD2
TMPRSS4	TMPRSS4	TMPRSS4,WFDC1,ENDOU,VSIR,HPN,KLK3,SERPINB3,PROC,SERPINB4,PAPPA2,TMPRSS2
TMPRSS5	TMPRSS5	TMPRSS5,TMPRSS7,RHBDL2,TMPRSS9,TMPRSS13,TPSG1,PRSS27,TMPRSS11A,PREP,PRSS41,CELA3B
TMPRSS6	TMPRSS6	TMPRSS6,HIVEP1,HAMP,CREB3L1,MMP12,AEBP1,TRIM33,NEO1,ZNF8,CTDSPL2,SMURF2
TMPRSS7	TMPRSS7	TMPRSS7,RHBDL2,TMPRSS9,TMPRSS5,TPSG1,TMPRSS13,PRSS27,TMPRSS11A,TPSD1,CELA3B,RHBDL1
TMPRSS9	TMPRSS9	TMPRSS9,RHBDL2,TMPRSS7,TMPRSS11A,PRSS27,TMPRSS13,TMPRSS5,TPSG1,PRSS41,PRSS54,PRSS48
TMSB10	TMSB10	TMSB10,CORO6,FMNL2,THSD7B,PFN3,TTC17,CATIP,PLEKHG2,ACTL7B,PSTPIP2,FMNL1
TMTC1	TMTC1	TMTC1,TMEM260,TMTC2,ALG1L2,ALG9,TMTC3,ALG11,ALG3,ALG1,POMT1,ALG2
TMTC2	TMTC2	TMTC2,TMEM260,TMTC1,TMTC3,POMT1,LARGE2,ALG3,ALG9,ALG1,ALG11,ALG1L2
TMTC3	TMTC3	TMTC3,TMTC2,TMEM260,TMTC1,EDEM2,POMT1,EDEM1,ALG1L2,TMTC4,TMEM258,ALG3
TMTC4	TMTC4	TMTC4,TMTC2,TMTC3,CHRNA10,CHRNA9,TMPRSS3,PGAP1,OTOF,POMGNT1,CEMIP,ADGRV1
TMUB1	TMUB1	TMUB1,TMUB2,RNF175,FAM8A1,UBXN4,UBXN8,FOXRED2,RNFT2,SEL1L2,RNF103,RNF121
TMUB2	TMUB2	TMUB2,RNF175,FAM8A1,TMUB1,RNFT2,SEL1L2,FOXRED2,UBXN4,JKAMP,RNF121,LMF2
TMX1	TMX1	TMX1,TXNDC12,DNAJC10,OSBPL8,GRINA,PDIA2,CERS2,TMEM259,INSIG2,DNAJC1,SELENOS
TMX2	TMX2	TMX2,ARMC1,MIGA2,TOMM20,PYURF,PDZD8,DNAJC30,TMCC1,MRPL48,MRPL53,MIGA1
TMX3	TMX3	TMX3,TMX4,GSG1,CRELD2,TXNDC11,PDIA5,MLANA,ANTXR2,ART1,MS4A4A,PDIA2
TMX4	TMX4	TMX4,TMX3,TXNL1,TOR3A,LRRC25,GSG1,TMCC3,MLANA,TXNDC11,CRELD2,DHRS1
TNC	TNC	TNC,DAG1,LAMA1,TGFB1I1,IGFBP7,FN1,TNN,IBSP,POSTN,COL18A1,BST1
TNF	TNF	TNF,RIPK1,IL1B,MAP2K5,INS,IL6,EIF2AK2,PLCG2,OSM,GSK3B,HRAS
TNFAIP1	TNFAIP1	TNFAIP1,KCTD13,KCTD10,PRAME,RNF183,PRAMEF9,RFFL,PRAMEF6,SKP2,TRAIP,BFAR
TNFAIP2	TNFAIP2	TNFAIP2,EXOC3L4,EXOC3L1,ANGPTL6,THSD7A,SYT3,SYT15,EXOC8,EXOC3,FCGBP,TSNARE1
TNFAIP3	TNFAIP3	TNFAIP3,MALT1,BCL10,NLRP7,CYLD,GBP1,IL17A,CARD16,IL37,LILRA5,RELA
TNFAIP6	TNFAIP6	TNFAIP6,MMP2,KNG1,FBLN1,EREG,CD44,PTX3,SEMA7A,BST1,FSTL3,COL16A1
TNFAIP8	TNFAIP8	TNFAIP8,BLID,BCL2L12,BCL2L13,PDCD5,UBE2Z,PDCD2,HRK,FAM162A,GRAMD4,DAP
TNFAIP8L1	TNFAIP8L1	TNFAIP8L1,AKT1S1,DDIT4L,BNIPL,TTI1,DEPTOR,CASTOR2,DBNDD2,LRRC14,TMEM127,RASSF6
TNFAIP8L2	TNFAIP8L2	TNFAIP8L2,PDCD1,TNFSF9,CD274,TNFRSF9,NLRP4,PNMA1,TNFSF14,NLRP2,SLA2,NFKBID
TNFAIP8L3	TNFAIP8L3	TNFAIP8L3,PITPNM1,PITPNM3,PITPNM2,TMEM30B,PIP5KL1,TPTE2,ATP10A,PITPNC1,ESYT1,PITPNA
TNFRSF10A	TNFRSF10A	TNFRSF10A,TNFRSF10B,TRADD,TNFSF10,TNFRSF10D,TNFRSF10C,TRAF1,ITPRIP,TNFRSF25,LTBR,TNFRSF8
TNFRSF10B	TNFRSF10B	TNFRSF10B,TNFRSF10A,TRADD,TNFSF10,BIRC3,TNFRSF10C,TNFRSF25,DAPK1,TNFRSF8,TNFRSF10D,TRAF1
TNFRSF10C	TNFRSF10C	TNFRSF10C,TNFRSF10D,TNFRSF10A,TNFRSF10B,TNFRSF8,SHC4,CD5,TNFRSF25,RASSF6,IFI27L1,TNFRSF9
TNFRSF10D	TNFRSF10D	TNFRSF10D,TNFRSF10C,TNFRSF10A,TNFRSF6B,TNFRSF8,TNFRSF25,IFI27L1,TNFRSF10B,CD5,TNFRSF9,SHC4
TNFRSF11A	TNFRSF11A	TNFRSF11A,TNFSF18,CSF1,CXCL10,CSF1R,S100A12,IL6R,TNFSF14,CCL7,CCR2,TNFSF9
TNFRSF11B	TNFRSF11B	TNFRSF11B,MMP9,AHSG,BGLAP,COL1A1,NPR3,BMP3,ALPL,ECM1,FBN1,PTHLH
TNFRSF12A	TNFRSF12A	TNFRSF12A,TNFSF12,MYDGF,UNC5B,ECSCR,AGGF1,SHB,FN1,ADAM15,CEACAM6,THY1
TNFRSF13B	TNFRSF13B	TNFRSF13B,BTLA,FCRL4,BTNL8,LILRB5,LILRB3,LILRA1,CD79A,LAG3,CD79B,TARM1
TNFRSF13C	TNFRSF13C	TNFRSF13C,TNFSF9,TNFSF18,CD70,ICOSLG,BTNL8,TNFRSF4,TNFRSF14,BTN3A1,HHLA2,TNFRSF17
TNFRSF14	TNFRSF14	TNFRSF14,TNFRSF13C,CLEC4D,CLEC4E,TARM1,TNFSF8,MICB,TNFRSF4,BTNL8,ICOSLG,CD86
TNFRSF17	TNFRSF17	TNFRSF17,SIT1,BTNL8,LILRB5,LAT,TNFRSF13C,BTLA,ICOSLG,LILRA1,CD7,PAG1
TNFRSF18	TNFRSF18	TNFRSF18,IL24,TNFSF18,TMEM102,GPNMB,FRMD8,CNTF,TNFRSF25,CTF1,TNFSF12,TRADD
TNFRSF19	TNFRSF19	TNFRSF19,EDAR,TRADD,TRAF1,LTBR,UNC5CL,BIRC3,TNFSF10,TNFRSF10B,TRAF5,GADD45B
TNFRSF1A	TNFRSF1A	TNFRSF1A,TNFRSF1B,NFATC1,PDE2A,GATA4,AHR,CASP8,DAB2IP,TNFSF12,EMILIN1,MDM4
TNFRSF1B	TNFRSF1B	TNFRSF1B,TNFRSF1A,IL17F,IL37,IL10,PPARA,CLEC5A,IL1A,TRAF2,SPN,IL12A
TNFRSF21	TNFRSF21	TNFRSF21,PDCD1,MALT1,CTLA4,TNFRSF9,CD274,TNFSF14,LTBR,BAK1,CD27,TNFAIP8L2
TNFRSF25	TNFRSF25	TNFRSF25,TRADD,TNFSF10,TNFRSF10B,TRAF1,TNFRSF10D,TNFRSF6B,TNFRSF10A,CGB7,BIRC3,TNFRSF8
TNFRSF4	TNFRSF4	TNFRSF4,CD86,IL2,TNFRSF13C,IL5,BTN3A1,FCRL3,CD80,TNFRSF14,CD276,TNFSF9
TNFRSF6B	TNFRSF6B	TNFRSF6B,VSTM2L,FAIM,MTRNR2L4,MTRNR2L7,MTRNR2L3,MTRNR2L6,RASSF6,BCL2L14,BCL2L15,BNIPL
TNFRSF8	TNFRSF8	TNFRSF8,TNFRSF10D,TNFSF10,TNFSF9,TNFRSF10C,GFER,TNFSF14,TNFRSF10B,OSGIN1,FRMD8,SCGB3A1
TNFRSF9	TNFRSF9	TNFRSF9,PTCRA,PDCD1,BNIPL,SHC4,TNFRSF6B,TNFAIP8L2,CD5,AVEN,TNFRSF10D,PVRIG
TNFSF10	TNFSF10	TNFSF10,TNFSF14,BIRC3,LTBR,TNFRSF10B,TRAF1,TRADD,TNFRSF10A,TRAF5,NAIP,TRAF4
TNFSF11	TNFSF11	TNFSF11,GPS2,ZNF675,BMP2,MEN1,MITF,FOXP1,DUSP22,STAT6,CREB3L1,NFKB1
TNFSF12	TNFSF12	TNFSF12,PDCL3,MYDGF,ECSCR,PRKD2,ANGPT4,ANGPT1,THBS4,TNFRSF12A,PGF,F3
TNFSF13	TNFSF13	TNFSF13,CLCF1,IL5,TNFRSF4,IL9,TNFSF9,CD22,MZB1,IL2,CD86,C17orf99
TNFSF13B	TNFSF13B	TNFSF13B,TNFRSF13C,TNFSF9,PKN1,IL7R,NFAM1,CD19,SH2B2,DOCK10,TRAF3IP2,SKAP2
TNFSF14	TNFSF14	TNFSF14,TNFSF9,TNFSF10,LTBR,TNFSF18,CD27,BIRC3,TNFRSF8,TRADD,IL24,TRAF1
TNFSF15	TNFSF15	TNFSF15,NOD1,KHDC1,PIDD1,BCL2L13,CASP8AP2,KHDC1L,DIABLO,MTCH1,CASP10,ST20
TNFSF18	TNFSF18	TNFSF18,TNFSF9,TNFRSF13C,LTB,TNFRSF18,TNFSF14,CD274,ITK,IL3,ICOSLG,TNFSF8
TNFSF4	TNFSF4	TNFSF4,CD86,IL4R,TNFRSF4,IL23A,SPN,LTA,IL2,IL23R,TRAF2,IL17F
TNFSF8	TNFSF8	TNFSF8,TNFSF9,TNFRSF14,TNFSF18,ICOSLG,TNFRSF13C,LTB,CLEC4D,TNFRSF4,IL27,EBI3
TNFSF9	TNFSF9	TNFSF9,TNFSF18,TNFRSF13C,TNFSF8,TNFSF14,LTB,ICOSLG,CD274,HHLA2,CD70,BTNL8
TNIK	TNIK	TNIK,DVL3,PRKCI,CCDC88C,CSNK1A1,MARK1,CSNK1G2,TAOK2,MAP2K4,MINK1,PAK1
TNIP1	TNIP1	TNIP1,TNIP3,TIRAP,IRAK2,IRAK3,MFHAS1,IRAK4,IKBKB,REG3G,MAP3K7,TICAM1
TNIP2	TNIP2	TNIP2,BIRC3,TRAF3,TRAF1,TRADD,IRAK2,IFNA2,CASP1,TRAF5,NLRP2,NAIP
TNIP3	TNIP3	TNIP3,TNIP1,IRAK2,TIRAP,IRAK4,MFHAS1,PIK3AP1,IRAK3,TLR6,TNIP2,LY96
TNK1	TNK1	TNK1,STYK1,MATK,CDK17,DYRK4,LMTK3,DCLK3,MEX3B,MKNK1,PTPN4,MOK
TNK2	TNK2	TNK2,RIN1,RUFY1,MARCO,DGKD,ADAP1,DOCK9,ARHGAP8,ERBB2,GAPVD1,PICK1
TNKS	TNKS	TNKS,TNKS2,CSNK1A1,CCNE1,NEK7,NEK6,CSNK1D,PIN1,PINX1,CSNK1E,BIRC6
TNKS1BP1	TNKS1BP1	TNKS1BP1,CNOT6,CNOT6L,CNOT11,CNOT9,CNOT10,CNOT8,CNOT3,CNOT4,PAN3,BTG2
TNKS2	TNKS2	TNKS2,TNKS,CRBN,RNF146,TINF2,CSNK1E,PARP3,GID8,FBXW11,CSNK1A1,RPS12
TNN	TNN	TNN,MYOC,SEMA7A,VCAN,TNC,TNR,LAMB1,GDF7,MAG,WNT5B,CTHRC1
TNNC1	TNNC1	TNNC1,TNNI1,TNNT2,MYH7,MYL3,TNNT1,TNNC2,TNNT3,MYBPC3,MYL2,MYL4
TNNC2	TNNC2	TNNC2,TNNT3,TNNI2,MYL5,TNNT1,MYL1,JSRP1,MYH8,TNNI1,KBTBD13,TPM2
TNNI1	TNNI1	TNNI1,TNNT1,MYL3,MYH7,TNNC1,TNNT2,MYL2,TNNC2,MYBPC3,TNNT3,TNNI2
TNNI2	TNNI2	TNNI2,TNNC2,TNNT3,TNNT1,MYLK2,KBTBD13,TNNT2,STAC3,TNNI1,VGLL2,TRIM63
TNNI3K	TNNI3K	TNNI3K,ALPK3,CAMK2D,MYL4,CTNNA3,MYL3,POPDC2,RNF207,KCNH6,TMEM161B,S100A1
TNNT1	TNNT1	TNNT1,TNNI1,TNNC2,TNNT3,TNNI2,TNNT2,MYL1,MYH8,MYBPH,KBTBD13,MYL5
TNNT2	TNNT2	TNNT2,MYL3,MYL2,TNNT3,MYBPC3,MYL4,TNNI1,TNNC1,MYH7,TNNC2,TNNT1
TNNT3	TNNT3	TNNT3,TNNC2,TNNT2,TNNI2,TNNT1,TPM2,MYL3,MYL5,JSRP1,MYL4,MYH8
TNP1	TNP1	TNP1,PRM1,PRM3,MBTD1,EP400,CBX3,KDM3A,MORF4L1,MEIOC,TEX15,KMT5B
TNP2	TNP2	TNP2,PRM1,ANKRD49,TMPRSS12,PITHD1,CCDC87,SHCBP1L,CCT3,PHC2,PRSS37,PRM2
TNPO1	TNPO1	TNPO1,CSE1L,TNPO2,IPO13,IPO9,IPO4,IPO11,RANBP17,RANBP6,TNPO3,TMCO6
TNPO2	TNPO2	TNPO2,IPO13,IPO4,RANBP6,TMCO6,TNPO1,IPO9,FAM53C,IPO11,CSE1L,RANBP17
TNPO3	TNPO3	TNPO3,IPO4,IPO9,CSE1L,TNPO2,TMCO6,IPO11,NUTF2,IPO13,RANBP17,TNPO1
TNR	TNR	TNR,DSCAM,MAG,LAMB1,CNTN4,LAMB2,CHL1,NRCAM,RELN,LAMA2,TPBG
TNRC18	TNRC18	TNRC18,TIMMDC1,HSPB9,CCDC110,COMMD5,FAM124B,PHF11,NIPSNAP3A,COA7,LRRC45,SLC4A1AP
TNRC6A	TNRC6A	TNRC6A,LIMD1,DDX6,LIN28A,EIF4ENIF1,WTIP,TNRC6C,TNRC6B,PUM1,MOV10,PIWIL3
TNRC6B	TNRC6B	TNRC6B,TNRC6C,EIF4ENIF1,AGO1,AGO3,AGO4,CNOT10,AGO2,CNOT6,CNOT8,EIF4E2
TNRC6C	TNRC6C	TNRC6C,TNRC6B,EIF4ENIF1,AGO1,CNOT6,AGO3,CNOT8,AGO2,AGO4,CNOT7,CNOT10
TNS1	TNS1	TNS1,TLN1,TLN2,LPP,PEAK1,TNS4,ARVCF,TROAP,PARVG,THSD1,SPECC1L
TNS2	TNS2	TNS2,CSK,WNK2,YWHAG,SGK3,PTPRU,PIK3CA,SPEG,LTK,PTPRK,PTPN13
TNS3	TNS3	TNS3,MPRIP,PPP1R18,PALD1,AFAP1L1,SH2D4A,STAP2,MPP3,ALKBH6,ZFYVE21,PTP4A2
